Tournament,Date,Series,Court,Surface,Round,Best of,Player_1,Player_2,Winner,Rank_1,Rank_2,Pts_1,Pts_2,Odd_1,Odd_2,Score
Australian Open,2018-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Young D.,Djokovic N.,Djokovic N.,63,14,816,2335,8.0,1.07,1-6 2-6 4-6   
Australian Open,2018-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Federer R.,Bedene A.,Federer R.,2,51,9605,968,1.01,21.0,6-3 6-4 6-3   
Australian Open,2018-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Mayer L.,Nadal R.,Nadal R.,52,1,929,10600,17.0,1.02,3-6 4-6 6-7   
Australian Open,2018-01-18,Grand Slam,Outdoor,Hard,2nd Round,5,Djokovic N.,Monfils G.,Djokovic N.,14,39,2335,1265,1.25,4.0,4-6 6-3 6-1 6-3  
Australian Open,2018-01-18,Grand Slam,Outdoor,Hard,2nd Round,5,Struff J.L.,Federer R.,Federer R.,55,2,870,9605,19.0,1.02,4-6 4-6 6-7   
Australian Open,2018-01-19,Grand Slam,Outdoor,Hard,3rd Round,5,Nadal R.,Dzumhur D.,Nadal R.,1,30,10600,1391,1.02,17.0,6-1 6-3 6-1   
Australian Open,2018-01-20,Grand Slam,Outdoor,Hard,3rd Round,5,Ramos-Vinolas A.,Djokovic N.,Djokovic N.,22,14,1845,2335,8.0,1.08,2-6 3-6 3-6   
Australian Open,2018-01-20,Grand Slam,Outdoor,Hard,3rd Round,5,Federer R.,Gasquet R.,Federer R.,2,31,9605,1375,1.07,9.0,6-2 7-5 6-4   
Australian Open,2018-01-21,Grand Slam,Outdoor,Hard,4th Round,5,Schwartzman D.,Nadal R.,Nadal R.,26,1,1675,10600,10.0,1.06,3-6 7-6 3-6 3-6  
Australian Open,2018-01-22,Grand Slam,Outdoor,Hard,4th Round,5,Federer R.,Fucsovics M.,Federer R.,2,80,9605,674,1.02,17.0,6-4 7-6 6-2   
Australian Open,2018-01-22,Grand Slam,Outdoor,Hard,4th Round,5,Djokovic N.,Chung H.,Chung H.,14,58,2335,857,1.25,4.0,6-7 5-7 6-7   
Australian Open,2018-01-23,Grand Slam,Outdoor,Hard,Quarterfinals,5,Cilic M.,Nadal R.,Cilic M.,6,1,3805,10600,4.0,1.25,3-6 6-3 6-7 6-2 2-0 
Australian Open,2018-01-24,Grand Slam,Outdoor,Hard,Quarterfinals,5,Berdych T.,Federer R.,Federer R.,20,2,2050,9605,5.5,1.14,6-7 3-6 4-6   
Australian Open,2018-01-26,Grand Slam,Outdoor,Hard,Semifinals,5,Federer R.,Chung H.,Federer R.,2,58,9605,857,1.12,6.0,6-1 5-2    
Australian Open,2018-01-28,Grand Slam,Outdoor,Hard,The Final,5,Cilic M.,Federer R.,Federer R.,6,2,3805,9605,4.5,1.22,2-6 7-6 3-6 6-3 1-6 
ABN AMRO World Tennis Tournament,2018-02-14,ATP500,Indoor,Hard,1st Round,3,Federer R.,Bemelmans R.,Federer R.,2,116,9605,498,1.03,15.0,6-1 6-2    
ABN AMRO World Tennis Tournament,2018-02-15,ATP500,Indoor,Hard,2nd Round,3,Kohlschreiber P.,Federer R.,Federer R.,36,2,1335,9605,13.0,1.04,6-7 5-7    
ABN AMRO World Tennis Tournament,2018-02-16,ATP500,Indoor,Hard,Quarterfinals,3,Federer R.,Haase R.,Federer R.,2,42,9605,1175,1.06,10.0,4-6 6-1 6-1   
ABN AMRO World Tennis Tournament,2018-02-17,ATP500,Indoor,Hard,Semifinals,3,Seppi A.,Federer R.,Federer R.,81,2,686,9605,11.0,1.05,3-6 6-7    
ABN AMRO World Tennis Tournament,2018-02-18,ATP500,Indoor,Hard,The Final,3,Federer R.,Dimitrov G.,Federer R.,2,5,9605,4425,1.25,4.0,6-2 6-2    
BNP Paribas Open,2018-03-11,Masters 1000,Outdoor,Hard,2nd Round,3,Djokovic N.,Daniel T.,Daniel T.,13,109,2380,539,1.1,7.0,6-7 6-4 1-6   
BNP Paribas Open,2018-03-11,Masters 1000,Outdoor,Hard,2nd Round,3,Federer R.,Delbonis F.,Federer R.,1,67,10060,800,1.02,17.0,6-3 7-6    
BNP Paribas Open,2018-03-12,Masters 1000,Outdoor,Hard,3rd Round,3,Krajinovic F.,Federer R.,Federer R.,28,1,1503,10060,8.0,1.07,2-6 1-6    
BNP Paribas Open,2018-03-14,Masters 1000,Outdoor,Hard,4th Round,3,Federer R.,Chardy J.,Federer R.,1,100,10060,580,1.03,15.0,7-5 6-4    
BNP Paribas Open,2018-03-16,Masters 1000,Outdoor,Hard,Quarterfinals,3,Chung H.,Federer R.,Federer R.,26,1,1567,10060,5.5,1.14,5-7 1-6    
BNP Paribas Open,2018-03-17,Masters 1000,Outdoor,Hard,Semifinals,3,Federer R.,Coric B.,Federer R.,1,49,10060,1026,1.07,9.0,5-7 6-4 6-4   
BNP Paribas Open,2018-03-18,Masters 1000,Outdoor,Hard,The Final,3,Federer R.,Del Potro J.M.,Del Potro J.M.,1,8,10060,3200,1.33,3.4,4-6 7-6 6-7   
Sony Ericsson Open,2018-03-23,Masters 1000,Outdoor,Hard,2nd Round,3,Paire B.,Djokovic N.,Paire B.,47,12,1075,2300,4.33,1.2,6-3 6-4    
Sony Ericsson Open,2018-03-24,Masters 1000,Outdoor,Hard,2nd Round,3,Federer R.,Kokkinakis T.,Kokkinakis T.,1,175,9660,319,1.08,8.0,6-3 3-6 6-7   
Monte Carlo Masters,2018-04-16,Masters 1000,Outdoor,Clay,1st Round,3,Djokovic N.,Lajovic D.,Djokovic N.,13,93,2310,639,1.28,3.5,6-0 6-1    
Monte Carlo Masters,2018-04-18,Masters 1000,Outdoor,Clay,2nd Round,3,Coric B.,Djokovic N.,Djokovic N.,39,13,1251,2310,3.0,1.36,6-7 5-7    
Monte Carlo Masters,2018-04-18,Masters 1000,Outdoor,Clay,2nd Round,3,Nadal R.,Bedene A.,Nadal R.,1,58,8770,877,1.04,13.0,6-1 6-3    
Monte Carlo Masters,2018-04-19,Masters 1000,Outdoor,Clay,3rd Round,3,Djokovic N.,Thiem D.,Thiem D.,13,7,2310,3665,1.61,2.3,7-6 2-6 3-6   
Monte Carlo Masters,2018-04-19,Masters 1000,Outdoor,Clay,3rd Round,3,Nadal R.,Khachanov K.,Nadal R.,1,38,8770,1255,1.05,11.0,6-3 6-2    
Monte Carlo Masters,2018-04-20,Masters 1000,Outdoor,Clay,Quarterfinals,3,Thiem D.,Nadal R.,Nadal R.,7,1,3665,8770,5.5,1.14,0-6 2-6    
Monte Carlo Masters,2018-04-21,Masters 1000,Outdoor,Clay,Semifinals,3,Nadal R.,Dimitrov G.,Nadal R.,1,5,8770,4635,1.06,10.0,6-4 6-1    
Monte Carlo Masters,2018-04-22,Masters 1000,Outdoor,Clay,The Final,3,Nishikori K.,Nadal R.,Nadal R.,36,1,1280,8770,11.0,1.05,3-6 2-6    
Open Banco Sabadell ,2018-04-25,ATP500,Outdoor,Clay,2nd Round,3,Klizan M.,Djokovic N.,Klizan M.,140,12,396,2220,5.0,1.16,6-2 1-6 6-3   
Open Banco Sabadell ,2018-04-25,ATP500,Outdoor,Clay,2nd Round,3,Carballes Baena R.,Nadal R.,Nadal R.,77,1,710,8770,26.0,1.01,4-6 4-6    
Open Banco Sabadell ,2018-04-26,ATP500,Outdoor,Clay,3rd Round,3,Nadal R.,Garcia-Lopez G.,Nadal R.,1,69,8770,789,1.01,26.0,6-1 6-3    
Open Banco Sabadell ,2018-04-27,ATP500,Outdoor,Clay,Quarterfinals,3,Klizan M.,Nadal R.,Nadal R.,140,1,396,8770,15.0,1.02,0-6 5-7    
Open Banco Sabadell ,2018-04-28,ATP500,Outdoor,Clay,Semifinals,3,Nadal R.,Goffin D.,Nadal R.,1,10,8770,2930,1.05,11.0,6-4 6-0    
Open Banco Sabadell ,2018-04-29,ATP500,Outdoor,Clay,The Final,3,Tsitsipas S.,Nadal R.,Nadal R.,63,1,822,8770,13.0,1.04,2-6 1-6    
Mutua Madrid Open,2018-05-07,Masters 1000,Outdoor,Clay,1st Round,3,Djokovic N.,Nishikori K.,Djokovic N.,12,20,2220,1835,1.66,2.1,7-5 6-4    
Mutua Madrid Open,2018-05-09,Masters 1000,Outdoor,Clay,2nd Round,3,Djokovic N.,Edmund K.,Edmund K.,12,22,2220,1757,1.28,3.5,3-6 6-2 3-6   
Mutua Madrid Open,2018-05-09,Masters 1000,Outdoor,Clay,2nd Round,3,Nadal R.,Monfils G.,Nadal R.,1,41,8770,1175,1.02,17.0,6-3 6-1    
Mutua Madrid Open,2018-05-10,Masters 1000,Outdoor,Clay,3rd Round,3,Schwartzman D.,Nadal R.,Nadal R.,16,1,2085,8770,19.0,1.02,3-6 4-6    
Mutua Madrid Open,2018-05-11,Masters 1000,Outdoor,Clay,Quarterfinals,3,Thiem D.,Nadal R.,Thiem D.,7,1,3545,8770,11.0,1.05,7-5 6-3    
Internazionali BNL d'Italia,2018-05-14,Masters 1000,Outdoor,Clay,1st Round,3,Dolgopolov O.,Djokovic N.,Djokovic N.,54,18,966,1905,6.0,1.12,1-6 3-6    
Internazionali BNL d'Italia,2018-05-16,Masters 1000,Outdoor,Clay,2nd Round,3,Nadal R.,Dzumhur D.,Nadal R.,2,31,7950,1415,1.01,23.0,6-1 6-0    
Internazionali BNL d'Italia,2018-05-16,Masters 1000,Outdoor,Clay,2nd Round,3,Basilashvili N.,Djokovic N.,Djokovic N.,74,18,767,1905,7.0,1.1,4-6 2-6    
Internazionali BNL d'Italia,2018-05-17,Masters 1000,Outdoor,Clay,3rd Round,3,Nadal R.,Shapovalov D.,Nadal R.,2,29,7950,1488,1.03,15.0,6-4 6-1    
Internazionali BNL d'Italia,2018-05-17,Masters 1000,Outdoor,Clay,3rd Round,3,Ramos-Vinolas A.,Djokovic N.,Djokovic N.,41,18,1180,1905,5.0,1.16,1-6 5-7    
Internazionali BNL d'Italia,2018-05-18,Masters 1000,Outdoor,Clay,Quarterfinals,3,Nadal R.,Fognini F.,Nadal R.,2,21,7950,1805,1.07,9.0,4-6 6-1 6-2   
Internazionali BNL d'Italia,2018-05-18,Masters 1000,Outdoor,Clay,Quarterfinals,3,Nishikori K.,Djokovic N.,Djokovic N.,24,18,1665,1905,2.5,1.53,6-2 1-6 3-6   
Internazionali BNL d'Italia,2018-05-19,Masters 1000,Outdoor,Clay,Semifinals,3,Nadal R.,Djokovic N.,Nadal R.,2,18,7950,1905,1.16,5.0,7-6 6-3    
Internazionali BNL d'Italia,2018-05-20,Masters 1000,Outdoor,Clay,The Final,3,Zverev A.,Nadal R.,Nadal R.,3,2,6015,7950,5.0,1.16,1-6 6-1 3-6   
French Open,2018-05-28,Grand Slam,Outdoor,Clay,1st Round,5,Djokovic N.,Dutra Silva R.,Djokovic N.,22,134,1665,421,1.06,11.0,6-3 6-4 6-4   
French Open,2018-05-29,Grand Slam,Outdoor,Clay,1st Round,5,Bolelli S.,Nadal R.,Nadal R.,129,1,430,8770,29.0,1.005,4-6 3-6 6-7   
French Open,2018-05-30,Grand Slam,Outdoor,Clay,2nd Round,5,Djokovic N.,Munar J.,Djokovic N.,22,155,1665,356,1.07,9.0,7-6 6-4 6-4   
French Open,2018-05-31,Grand Slam,Outdoor,Clay,2nd Round,5,Pella G.,Nadal R.,Nadal R.,78,1,728,8770,21.0,1.01,2-6 1-6 1-6   
French Open,2018-06-01,Grand Slam,Outdoor,Clay,3rd Round,5,Djokovic N.,Bautista Agut R.,Djokovic N.,22,13,1665,2120,1.16,5.0,6-4 6-7 7-6 6-2  
French Open,2018-06-02,Grand Slam,Outdoor,Clay,3rd Round,5,Gasquet R.,Nadal R.,Nadal R.,32,1,1395,8770,19.0,1.02,3-6 2-6 2-6   
French Open,2018-06-03,Grand Slam,Outdoor,Clay,4th Round,5,Djokovic N.,Verdasco F.,Djokovic N.,22,35,1665,1280,1.22,4.33,6-3 6-4 6-2   
French Open,2018-06-04,Grand Slam,Outdoor,Clay,4th Round,5,Marterer M.,Nadal R.,Nadal R.,70,1,831,8770,34.0,1.005,3-6 2-6 6-7   
French Open,2018-06-05,Grand Slam,Outdoor,Clay,Quarterfinals,5,Cecchinato M.,Djokovic N.,Cecchinato M.,72,22,806,1665,9.0,1.08,6-3 7-6 1-6 7-6  
French Open,2018-06-07,Grand Slam,Outdoor,Clay,Quarterfinals,5,Schwartzman D.,Nadal R.,Nadal R.,12,1,2165,8770,19.0,1.02,6-4 3-6 2-6 2-6  
French Open,2018-06-08,Grand Slam,Outdoor,Clay,Semifinals,5,Nadal R.,Del Potro J.M.,Nadal R.,1,6,8770,4450,1.12,6.0,6-4 6-1 6-2   
French Open,2018-06-10,Grand Slam,Outdoor,Clay,The Final,5,Thiem D.,Nadal R.,Nadal R.,8,1,3355,8770,4.33,1.22,4-6 3-6 2-6   
Mercedes Cup,2018-06-13,ATP250,Outdoor,Grass,2nd Round,3,Federer R.,Zverev M.,Federer R.,2,54,8670,950,1.14,5.5,3-6 6-4 6-2   
Mercedes Cup,2018-06-15,ATP250,Outdoor,Grass,Quarterfinals,3,Pella G.,Federer R.,Federer R.,75,2,745,8670,8.0,1.08,4-6 4-6    
Mercedes Cup,2018-06-16,ATP250,Outdoor,Grass,Semifinals,3,Federer R.,Kyrgios N.,Federer R.,2,24,8670,1585,1.33,3.4,6-7 6-2 7-6   
Mercedes Cup,2018-06-17,ATP250,Outdoor,Grass,The Final,3,Raonic M.,Federer R.,Federer R.,35,2,1255,8670,3.5,1.3,4-6 6-7    
Gerry Weber Open,2018-06-19,ATP500,Outdoor,Grass,1st Round,3,Federer R.,Bedene A.,Federer R.,1,72,8920,770,1.04,11.0,6-3 6-4    
Gerry Weber Open,2018-06-21,ATP500,Outdoor,Grass,2nd Round,3,Paire B.,Federer R.,Federer R.,48,1,1010,8920,10.0,1.06,3-6 6-3 6-7   
Gerry Weber Open,2018-06-22,ATP500,Outdoor,Grass,Quarterfinals,3,Federer R.,Ebden M.,Federer R.,1,60,8920,911,1.07,9.0,7-6 7-5    
Gerry Weber Open,2018-06-23,ATP500,Outdoor,Grass,Semifinals,3,Kudla D.,Federer R.,Federer R.,109,1,507,8920,10.0,1.06,6-7 5-7    
Gerry Weber Open,2018-06-24,ATP500,Outdoor,Grass,The Final,3,Coric B.,Federer R.,Coric B.,34,1,1245,8920,6.0,1.12,7-6 3-6 6-2   
AEGON Championships,2018-06-19,ATP500,Outdoor,Grass,1st Round,3,Millman J.,Djokovic N.,Djokovic N.,63,22,901,1665,6.0,1.12,2-6 1-6    
AEGON Championships,2018-06-21,ATP500,Outdoor,Grass,2nd Round,3,Djokovic N.,Dimitrov G.,Djokovic N.,22,5,1665,4870,1.36,3.0,6-4 6-1    
AEGON Championships,2018-06-22,ATP500,Outdoor,Grass,Quarterfinals,3,Mannarino A.,Djokovic N.,Djokovic N.,26,22,1535,1665,8.0,1.08,5-7 1-6    
AEGON Championships,2018-06-23,ATP500,Outdoor,Grass,Semifinals,3,Djokovic N.,Chardy J.,Djokovic N.,22,61,1665,910,1.11,6.5,7-6 6-4    
AEGON Championships,2018-06-24,ATP500,Outdoor,Grass,The Final,3,Djokovic N.,Cilic M.,Cilic M.,22,6,1665,4860,1.66,2.2,7-5 6-7 3-6   
Wimbledon,2018-07-02,Grand Slam,Outdoor,Grass,1st Round,5,Federer R.,Lajovic D.,Federer R.,2,58,8720,920,1.01,23.0,6-1 6-3 6-4   
Wimbledon,2018-07-03,Grand Slam,Outdoor,Grass,1st Round,5,Sela D.,Nadal R.,Nadal R.,127,1,437,8770,19.0,1.02,3-6 3-6 2-6   
Wimbledon,2018-07-03,Grand Slam,Outdoor,Grass,1st Round,5,Djokovic N.,Sandgren T.,Djokovic N.,21,57,1715,923,1.03,15.0,6-3 6-1 6-2   
Wimbledon,2018-07-04,Grand Slam,Outdoor,Grass,2nd Round,5,Lacko L.,Federer R.,Federer R.,73,2,752,8720,19.0,1.02,4-6 4-6 1-6   
Wimbledon,2018-07-05,Grand Slam,Outdoor,Grass,2nd Round,5,Nadal R.,Kukushkin M.,Nadal R.,1,77,8770,734,1.04,13.0,6-4 6-3 6-4   
Wimbledon,2018-07-05,Grand Slam,Outdoor,Grass,2nd Round,5,Zeballos H.,Djokovic N.,Djokovic N.,126,21,438,1715,23.0,1.01,1-6 2-6 3-6   
Wimbledon,2018-07-06,Grand Slam,Outdoor,Grass,3rd Round,5,Federer R.,Struff J.L.,Federer R.,2,64,8720,865,1.02,17.0,6-3 7-5 6-2   
Wimbledon,2018-07-07,Grand Slam,Outdoor,Grass,3rd Round,5,De Minaur A.,Nadal R.,Nadal R.,80,1,723,8770,8.0,1.1,1-6 2-6 4-6   
Wimbledon,2018-07-07,Grand Slam,Outdoor,Grass,3rd Round,5,Djokovic N.,Edmund K.,Djokovic N.,21,17,1715,1950,1.25,4.0,4-6 6-3 6-2 6-4  
Wimbledon,2018-07-09,Grand Slam,Outdoor,Grass,4th Round,5,Mannarino A.,Federer R.,Federer R.,26,2,1580,8720,19.0,1.02,0-6 5-7 4-6   
Wimbledon,2018-07-09,Grand Slam,Outdoor,Grass,4th Round,5,Nadal R.,Vesely J.,Nadal R.,1,93,8770,640,1.08,9.0,6-3 6-3 6-4   
Wimbledon,2018-07-09,Grand Slam,Outdoor,Grass,4th Round,5,Khachanov K.,Djokovic N.,Djokovic N.,40,21,1130,1715,7.0,1.11,4-6 2-6 2-6   
Wimbledon,2018-07-11,Grand Slam,Outdoor,Grass,Quarterfinals,5,Djokovic N.,Nishikori K.,Djokovic N.,21,28,1715,1530,1.12,6.0,6-3 3-6 6-2 6-2  
Wimbledon,2018-07-11,Grand Slam,Outdoor,Grass,Quarterfinals,5,Federer R.,Anderson K.,Anderson K.,2,8,8720,3635,1.07,10.0,6-2 7-6 5-7 4-6 11-13 
Wimbledon,2018-07-11,Grand Slam,Outdoor,Grass,Quarterfinals,5,Nadal R.,Del Potro J.M.,Nadal R.,1,4,8770,5080,1.36,3.2,7-5 6-7 4-6 6-4 6-4 
Wimbledon,2018-07-14,Grand Slam,Outdoor,Grass,Semifinals,5,Nadal R.,Djokovic N.,Djokovic N.,1,21,8770,1715,1.9,1.9,4-6 6-3 6-7 6-3 8-10 
Wimbledon,2018-07-15,Grand Slam,Outdoor,Grass,The Final,5,Djokovic N.,Anderson K.,Djokovic N.,21,8,1715,3635,1.16,5.0,6-2 6-2 7-6   
Rogers Masters,2018-08-07,Masters 1000,Outdoor,Hard,1st Round,3,Basic M.,Djokovic N.,Djokovic N.,84,10,695,3355,11.0,1.04,3-6 6-7    
Rogers Masters,2018-08-08,Masters 1000,Outdoor,Hard,2nd Round,3,Djokovic N.,Polansky P.,Djokovic N.,10,121,3355,468,1.06,10.0,6-3 6-4    
Rogers Masters,2018-08-09,Masters 1000,Outdoor,Hard,2nd Round,3,Paire B.,Nadal R.,Nadal R.,55,1,920,9310,8.0,1.08,2-6 3-6    
Rogers Masters,2018-08-09,Masters 1000,Outdoor,Hard,3rd Round,3,Tsitsipas S.,Djokovic N.,Tsitsipas S.,27,10,1534,3355,4.0,1.22,6-3 6-7 6-3   
Rogers Masters,2018-08-10,Masters 1000,Outdoor,Hard,3rd Round,3,Wawrinka S.,Nadal R.,Nadal R.,195,1,290,9310,7.0,1.1,5-7 6-7    
Rogers Masters,2018-08-11,Masters 1000,Outdoor,Hard,Quarterfinals,3,Nadal R.,Cilic M.,Nadal R.,1,7,9310,3905,1.36,3.25,2-6 6-4 6-4   
Rogers Masters,2018-08-12,Masters 1000,Outdoor,Hard,Semifinals,3,Khachanov K.,Nadal R.,Nadal R.,38,1,1175,9310,4.5,1.2,6-7 4-6    
Rogers Masters,2018-08-12,Masters 1000,Outdoor,Hard,The Final,3,Nadal R.,Tsitsipas S.,Nadal R.,1,27,9310,1534,1.16,5.0,6-2 7-6    
Western & Southern Financial Group Masters,2018-08-14,Masters 1000,Outdoor,Hard,1st Round,3,Johnson S.,Djokovic N.,Djokovic N.,33,10,1235,3445,5.5,1.14,4-6 6-7    
Western & Southern Financial Group Masters,2018-08-15,Masters 1000,Outdoor,Hard,2nd Round,3,Federer R.,Gojowczyk P.,Federer R.,2,47,6480,1013,1.05,10.0,6-4 6-4    
Western & Southern Financial Group Masters,2018-08-15,Masters 1000,Outdoor,Hard,2nd Round,3,Mannarino A.,Djokovic N.,Djokovic N.,28,10,1410,3445,7.0,1.1,6-4 2-6 1-6   
Western & Southern Financial Group Masters,2018-08-17,Masters 1000,Outdoor,Hard,3rd Round,3,Djokovic N.,Dimitrov G.,Djokovic N.,10,5,3445,4700,1.25,3.75,2-6 6-3 6-4   
Western & Southern Financial Group Masters,2018-08-17,Masters 1000,Outdoor,Hard,3rd Round,3,Mayer L.,Federer R.,Federer R.,50,2,987,6480,6.5,1.11,1-6 6-7    
Western & Southern Financial Group Masters,2018-08-17,Masters 1000,Outdoor,Hard,Quarterfinals,3,Djokovic N.,Raonic M.,Djokovic N.,10,29,3445,1395,1.36,3.25,7-5 4-6 6-3   
Western & Southern Financial Group Masters,2018-08-18,Masters 1000,Outdoor,Hard,Quarterfinals,3,Wawrinka S.,Federer R.,Federer R.,151,2,380,6480,4.33,1.22,7-6 6-7 2-6   
Western & Southern Financial Group Masters,2018-08-18,Masters 1000,Outdoor,Hard,Semifinals,3,Djokovic N.,Cilic M.,Djokovic N.,10,7,3445,4085,1.44,2.75,6-4 3-6 6-3   
Western & Southern Financial Group Masters,2018-08-19,Masters 1000,Outdoor,Hard,Semifinals,3,Goffin D.,Federer R.,Federer R.,11,2,3085,6480,4.5,1.2,6-7 1-1    
Western & Southern Financial Group Masters,2018-08-19,Masters 1000,Outdoor,Hard,The Final,3,Djokovic N.,Federer R.,Djokovic N.,10,2,3445,6480,2.1,1.72,6-4 6-4    
US Open,2018-08-28,Grand Slam,Outdoor,Hard,1st Round,5,Ferrer D.,Nadal R.,Nadal R.,148,1,390,10040,23.0,1.01,3-6 4-3    
US Open,2018-08-28,Grand Slam,Outdoor,Hard,1st Round,5,Djokovic N.,Fucsovics M.,Djokovic N.,6,41,4445,1072,1.02,19.0,6-3 3-6 6-4 6-0  
US Open,2018-08-29,Grand Slam,Outdoor,Hard,1st Round,5,Nishioka Y.,Federer R.,Federer R.,177,2,323,7080,17.0,1.02,2-6 2-6 4-6   
US Open,2018-08-30,Grand Slam,Outdoor,Hard,2nd Round,5,Nadal R.,Pospisil V.,Nadal R.,1,88,10040,642,1.02,19.0,6-3 6-4 6-2   
US Open,2018-08-30,Grand Slam,Outdoor,Hard,2nd Round,5,Paire B.,Federer R.,Federer R.,56,2,955,7080,13.0,1.04,5-7 4-6 4-6   
US Open,2018-08-31,Grand Slam,Outdoor,Hard,2nd Round,5,Djokovic N.,Sandgren T.,Djokovic N.,6,61,4445,876,1.02,17.0,6-1 6-3 6-7 6-2  
US Open,2018-08-31,Grand Slam,Outdoor,Hard,3rd Round,5,Khachanov K.,Nadal R.,Nadal R.,26,1,1525,10040,9.0,1.08,7-5 5-7 6-7 6-7  
US Open,2018-09-01,Grand Slam,Outdoor,Hard,3rd Round,5,Federer R.,Kyrgios N.,Federer R.,2,30,7080,1345,1.28,3.75,6-4 6-1 7-5   
US Open,2018-09-02,Grand Slam,Outdoor,Hard,3rd Round,5,Gasquet R.,Djokovic N.,Djokovic N.,25,6,1535,4445,9.0,1.08,2-6 3-6 3-6   
US Open,2018-09-02,Grand Slam,Outdoor,Hard,4th Round,5,Nadal R.,Basilashvili N.,Nadal R.,1,37,10040,1152,1.04,13.0,6-3 6-3 6-7 6-4  
US Open,2018-09-03,Grand Slam,Outdoor,Hard,4th Round,5,Sousa J.,Djokovic N.,Djokovic N.,68,6,816,4445,19.0,1.02,3-6 4-6 3-6   
US Open,2018-09-04,Grand Slam,Outdoor,Hard,4th Round,5,Millman J.,Federer R.,Millman J.,55,2,963,7080,15.0,1.03,3-6 7-5 7-6 7-6  
US Open,2018-09-05,Grand Slam,Outdoor,Hard,Quarterfinals,5,Thiem D.,Nadal R.,Nadal R.,9,1,3485,10040,4.0,1.25,6-0 4-6 5-7 7-6 6-7 
US Open,2018-09-06,Grand Slam,Outdoor,Hard,Quarterfinals,5,Djokovic N.,Millman J.,Djokovic N.,6,55,4445,963,1.06,11.0,6-3 6-4 6-4   
US Open,2018-09-07,Grand Slam,Outdoor,Hard,Semifinals,5,Nadal R.,Del Potro J.M.,Del Potro J.M.,1,3,10040,5500,1.61,2.3,6-7 2-6    
US Open,2018-09-08,Grand Slam,Outdoor,Hard,Semifinals,5,Djokovic N.,Nishikori K.,Djokovic N.,6,19,4445,1755,1.16,5.0,6-3 6-4 6-2   
US Open,2018-09-09,Grand Slam,Outdoor,Hard,The Final,5,Del Potro J.M.,Djokovic N.,Djokovic N.,3,6,5500,4445,2.75,1.44,3-6 6-7 3-6   
Shanghai Masters,2018-10-09,Masters 1000,Outdoor,Hard,2nd Round,3,Djokovic N.,Chardy J.,Djokovic N.,3,41,6445,1100,1.08,8.0,6-3 7-5    
Shanghai Masters,2018-10-10,Masters 1000,Outdoor,Hard,2nd Round,3,Medvedev D.,Federer R.,Federer R.,22,2,1762,6900,4.0,1.22,4-6 6-4 4-6   
Shanghai Masters,2018-10-11,Masters 1000,Outdoor,Hard,3rd Round,3,Djokovic N.,Cecchinato M.,Djokovic N.,3,21,6445,1768,1.05,12.0,6-4 6-0    
Shanghai Masters,2018-10-11,Masters 1000,Outdoor,Hard,3rd Round,3,Bautista Agut R.,Federer R.,Federer R.,28,2,1570,6900,5.5,1.14,3-6 6-2 4-6   
Shanghai Masters,2018-10-12,Masters 1000,Outdoor,Hard,Quarterfinals,3,Djokovic N.,Anderson K.,Djokovic N.,3,8,6445,3640,1.16,5.0,7-6 6-3    
Shanghai Masters,2018-10-12,Masters 1000,Outdoor,Hard,Quarterfinals,3,Nishikori K.,Federer R.,Federer R.,12,2,2730,6900,3.0,1.4,4-6 6-7    
Shanghai Masters,2018-10-13,Masters 1000,Outdoor,Hard,Semifinals,3,Djokovic N.,Zverev A.,Djokovic N.,3,5,6445,4755,1.33,3.4,6-2 6-1    
Shanghai Masters,2018-10-13,Masters 1000,Outdoor,Hard,Semifinals,3,Federer R.,Coric B.,Coric B.,2,19,6900,1815,1.33,3.4,4-6 4-6    
Shanghai Masters,2018-10-14,Masters 1000,Outdoor,Hard,The Final,3,Djokovic N.,Coric B.,Djokovic N.,3,19,6445,1815,1.12,6.0,6-3 6-4    
Swiss Indoors,2018-10-23,ATP500,Indoor,Hard,1st Round,3,Krajinovic F.,Federer R.,Federer R.,35,3,1235,6260,8.0,1.08,2-6 6-4 4-6   
Swiss Indoors,2018-10-25,ATP500,Indoor,Hard,2nd Round,3,Federer R.,Struff J.L.,Federer R.,3,52,6260,935,1.18,4.5,6-3 7-5    
Swiss Indoors,2018-10-26,ATP500,Indoor,Hard,Quarterfinals,3,Simon G.,Federer R.,Federer R.,32,3,1290,6260,5.0,1.16,6-7 6-4 4-6   
Swiss Indoors,2018-10-27,ATP500,Indoor,Hard,Semifinals,3,Federer R.,Medvedev D.,Federer R.,3,20,6260,1842,1.36,3.2,6-1 6-4    
Swiss Indoors,2018-10-28,ATP500,Indoor,Hard,The Final,3,Copil M.,Federer R.,Federer R.,93,3,608,6260,6.0,1.12,6-7 4-6    
BNP Paribas Masters,2018-10-30,Masters 1000,Indoor,Hard,2nd Round,3,Djokovic N.,Sousa J.,Djokovic N.,2,48,7445,1017,1.02,17.0,7-5 6-1    
BNP Paribas Masters,2018-11-01,Masters 1000,Indoor,Hard,3rd Round,3,Dzumhur D.,Djokovic N.,Djokovic N.,52,2,940,7445,15.0,1.03,1-6 1-2    
